"state","year","month","unemployment_rate"
"IN",2019,"6","3.20"
"IN",2019,"7","3.20"
"IN",2019,"8","3.30"
"IN",2019,"9","3.30"
"IN",2019,"10","3.30"
"IN",2019,"11","3.30"
"IN",2019,"12","3.30"
"IN",2020,"1","3.40"
"IN",2020,"2","3.50"
"IN",2020,"3","3.60"
"IN",2020,"4","16.90"
"IN",2020,"5","12.50"
"IN",2020,"6","10.30"
"IN",2020,"7","8.90"
"IN",2020,"8","7.20"
"IN",2020,"9","6.50"
"IN",2020,"10","5.60"
"IN",2020,"11","5.20"
"IN",2020,"12","5.00"
"IN",2021,"1","4.70"
"IN",2021,"2","4.50"
"IN",2021,"3","4.40"
"IN",2021,"4","4.30"
"IN",2021,"5","4.20"
"IN",2021,"6","4.10"
"IN",2021,"7","3.90"
"IN",2021,"8","3.70"
"IN",2021,"9","3.50"
"IN",2021,"10","3.30"
"IN",2021,"11","3.10"
"IN",2021,"12","3.00"
"IN",2022,"1","2.90"
"IN",2022,"2","2.90"
"IN",2022,"3","2.90"
"IN",2022,"4","2.90"
"IN",2022,"5","3.00"
"IN",2022,"6","3.00"
"IN",2022,"7","3.10"
"IN",2022,"8","3.10"
"IN",2022,"9","3.20"
"IN",2022,"10","3.20"
"IN",2022,"11","3.30"
"IN",2022,"12","3.30"
"IN",2023,"1","3.30"
"IN",2023,"2","3.30"
"IN",2023,"3","3.30"
"IN",2023,"4","3.30"
"IN",2023,"5","3.30"
"IN",2023,"6","3.40"
"IN",2023,"7","3.40"
"IN",2023,"8","3.50"
"IN",2023,"9","3.60"
"IN",2023,"10","3.60"
"IN",2023,"11","3.70"
"IN",2023,"12","3.70"
"IN",2024,"1","3.80"
"IN",2024,"2","3.80"
"IN",2024,"3","3.90"
"IN",2024,"4","4.00"
"IN",2024,"5","4.10"
"IN",2024,"6","4.20"
"IN",2024,"7","4.30"
"IN",2024,"8","4.40"
"IN",2024,"9","4.40"
"IN",2024,"10","4.50"
"IN",2024,"11","4.40"
"IN",2024,"12","4.40"
"KS",2015,"1","4.30"
"KS",2015,"2","4.40"
"KS",2015,"3","4.40"
"KS",2015,"4","4.40"
"KS",2015,"5","4.30"
"KS",2015,"6","4.20"
"KS",2015,"7","4.10"
"KS",2015,"8","4.00"
"KS",2015,"9","4.00"
"KS",2015,"10","4.00"
"KS",2015,"11","4.00"
"KS",2015,"12","4.00"
"KS",2016,"1","3.90"
"KS",2016,"2","3.90"
"KS",2016,"3","3.90"
"KS",2016,"4","4.00"
"KS",2016,"5","4.00"
"KS",2016,"6","4.10"
"KS",2016,"7","4.10"
"KS",2016,"8","4.20"
"KS",2016,"9","4.20"
"KS",2016,"10","4.20"
"KS",2016,"11","4.10"
"KS",2016,"12","4.00"
"KS",2017,"1","3.90"
"KS",2017,"2","3.80"
"KS",2017,"3","3.70"
"KS",2017,"4","3.70"
"KS",2017,"5","3.70"
"KS",2017,"6","3.60"
"KS",2017,"7","3.60"
"KS",2017,"8","3.60"
"KS",2017,"9","3.60"
"KS",2017,"10","3.50"
"KS",2017,"11","3.50"
"KS",2017,"12","3.50"
"KS",2018,"1","3.40"
"KS",2018,"2","3.40"
"KS",2018,"3","3.40"
"KS",2018,"4","3.40"
"KS",2018,"5","3.30"
"KS",2018,"6","3.30"
"KS",2018,"7","3.20"
"KS",2018,"8","3.20"
"KS",2018,"9","3.20"
"KS",2018,"10","3.30"
"KS",2018,"11","3.30"
"KS",2018,"12","3.30"
"KS",2019,"1","3.30"
"KS",2019,"2","3.30"
"KS",2019,"3","3.20"
"KS",2019,"4","3.20"
"KS",2019,"5","3.10"
"KS",2019,"6","3.10"
"KS",2019,"7","3.10"
"KS",2019,"8","3.10"
"KS",2019,"9","3.10"
"KS",2019,"10","3.10"
"KS",2019,"11","3.10"
"KS",2019,"12","3.10"
"KS",2020,"1","3.10"
"KS",2020,"2","3.10"
"KS",2020,"3","3.10"
"KS",2020,"4","12.10"
"KS",2020,"5","9.20"
"KS",2020,"6","7.50"
"KS",2020,"7","6.70"
"KS",2020,"8","5.80"
"KS",2020,"9","5.40"
"KS",2020,"10","4.90"
"KS",2020,"11","4.60"
"KS",2020,"12","4.40"
"KS",2021,"1","4.10"
"KS",2021,"2","3.80"
"KS",2021,"3","3.70"
"KS",2021,"4","3.70"
"KS",2021,"5","3.60"
"KS",2021,"6","3.60"
"KS",2021,"7","3.50"
"KS",2021,"8","3.30"
"KS",2021,"9","3.10"
"KS",2021,"10","2.90"
"KS",2021,"11","2.80"
"KS",2021,"12","2.60"
"KS",2022,"1","2.60"
"KS",2022,"2","2.50"
"KS",2022,"3","2.60"
"KS",2022,"4","2.60"
"KS",2022,"5","2.60"
"KS",2022,"6","2.70"
"KS",2022,"7","2.70"
"KS",2022,"8","2.80"
"KS",2022,"9","2.90"
"KS",2022,"10","2.90"
"KS",2022,"11","2.90"
"KS",2022,"12","2.90"
"KS",2023,"1","2.90"
"KS",2023,"2","2.90"
"KS",2023,"3","2.90"
"KS",2023,"4","2.80"
"KS",2023,"5","2.80"
"KS",2023,"6","2.80"
"KS",2023,"7","2.80"
"KS",2023,"8","2.80"
"KS",2023,"9","2.90"
"KS",2023,"10","2.90"
"KS",2023,"11","3.00"
"KS",2023,"12","3.00"
"KS",2024,"1","3.10"
"KS",2024,"2","3.20"
"KS",2024,"3","3.30"
"KS",2024,"4","3.40"
"KS",2024,"5","3.50"
"KS",2024,"6","3.60"
"KS",2024,"7","3.70"
"KS",2024,"8","3.70"
"KS",2024,"9","3.80"
"KS",2024,"10","3.80"
"KS",2024,"11","3.80"
"KS",2024,"12","3.80"
"KY",2015,"1","5.40"
"KY",2015,"2","5.30"
"KY",2015,"3","5.30"
"KY",2015,"4","5.30"
"KY",2015,"5","5.30"
"KY",2015,"6","5.20"
"KY",2015,"7","5.20"
"KY",2015,"8","5.20"
"KY",2015,"9","5.20"
"KY",2015,"10","5.20"
"KY",2015,"11","5.20"
"KY",2015,"12","5.20"
"KY",2016,"1","5.20"
"KY",2016,"2","5.20"
"KY",2016,"3","5.10"
"KY",2016,"4","5.00"
"KY",2016,"5","5.00"
"KY",2016,"6","5.00"
"KY",2016,"7","5.00"
"KY",2016,"8","5.00"
"KY",2016,"9","5.10"
"KY",2016,"10","5.10"
"KY",2016,"11","5.10"
"KY",2016,"12","5.10"
"KY",2017,"1","5.10"
"KY",2017,"2","5.00"
"KY",2017,"3","5.00"
"KY",2017,"4","4.90"
"KY",2017,"5","4.90"
"KY",2017,"6","4.80"
"KY",2017,"7","4.80"
"KY",2017,"8","4.70"
"KY",2017,"9","4.60"
"KY",2017,"10","4.50"
"KY",2017,"11","4.40"
"KY",2017,"12","4.30"
"KY",2018,"1","4.20"
"KY",2018,"2","4.20"
"KY",2018,"3","4.20"
"KY",2018,"4","4.20"
"KY",2018,"5","4.20"
"KY",2018,"6","4.20"
"KY",2018,"7","4.20"
"KY",2018,"8","4.20"
"KY",2018,"9","4.20"
"KY",2018,"10","4.20"
"KY",2018,"11","4.20"
"KY",2018,"12","4.20"
"KY",2019,"1","4.20"
"KY",2019,"2","4.20"
"KY",2019,"3","4.10"
"KY",2019,"4","4.10"
"KY",2019,"5","4.10"
"KY",2019,"6","4.10"
"KY",2019,"7","4.10"
"KY",2019,"8","4.10"
"KY",2019,"9","4.00"
"KY",2019,"10","4.00"
"KY",2019,"11","4.00"
"KY",2019,"12","4.00"
"KY",2020,"1","4.10"
"KY",2020,"2","4.10"
"KY",2020,"3","4.10"
"KY",2020,"4","16.70"
"KY",2020,"5","12.80"
"KY",2020,"6","5.30"
"KY",2020,"7","5.80"
"KY",2020,"8","5.20"
"KY",2020,"9","5.00"
"KY",2020,"10","4.80"
"KY",2020,"11","4.80"
"KY",2020,"12","4.70"
"KY",2021,"1","4.60"
"KY",2021,"2","4.60"
"KY",2021,"3","4.60"
"KY",2021,"4","4.60"
"KY",2021,"5","4.60"
"KY",2021,"6","4.60"
"KY",2021,"7","4.60"
"KY",2021,"8","4.50"
"KY",2021,"9","4.40"
"KY",2021,"10","4.30"
"KY",2021,"11","4.20"
"KY",2021,"12","4.10"
"KY",2022,"1","4.00"
"KY",2022,"2","4.00"
"KY",2022,"3","4.00"
"KY",2022,"4","4.00"
"KY",2022,"5","4.00"
"KY",2022,"6","4.00"
"KY",2022,"7","4.10"
"KY",2022,"8","4.10"
"KY",2022,"9","4.10"
"KY",2022,"10","4.10"
"KY",2022,"11","4.10"
"KY",2022,"12","4.10"
"KY",2023,"1","4.10"
"KY",2023,"2","4.10"
"KY",2023,"3","4.10"
"KY",2023,"4","4.10"
"KY",2023,"5","4.20"
"KY",2023,"6","4.20"
"KY",2023,"7","4.30"
"KY",2023,"8","4.40"
"KY",2023,"9","4.40"
"KY",2023,"10","4.50"
"KY",2023,"11","4.50"
"KY",2023,"12","4.60"
"KY",2024,"1","4.70"
"KY",2024,"2","4.70"
"KY",2024,"3","4.80"
"KY",2024,"4","4.90"
"KY",2024,"5","4.90"
"KY",2024,"6","5.00"
"KY",2024,"7","5.10"
"KY",2024,"8","5.20"
"KY",2024,"9","5.30"
"KY",2024,"10","5.40"
"KY",2024,"11","5.40"
"KY",2024,"12","5.30"
"LA",2015,"1","6.70"
"LA",2015,"2","6.70"
"LA",2015,"3","6.60"
"LA",2015,"4","6.50"
"LA",2015,"5","6.40"
"LA",2015,"6","6.20"
"LA",2015,"7","6.10"
"LA",2015,"8","6.00"
"LA",2015,"9","6.00"
"LA",2015,"10","6.00"
"LA",2015,"11","6.00"
"LA",2015,"12","6.00"
"LA",2016,"1","6.00"
"LA",2016,"2","6.00"
"LA",2016,"3","6.00"
"LA",2016,"4","6.10"
"LA",2016,"5","6.10"
"LA",2016,"6","6.10"
"LA",2016,"7","6.10"
"LA",2016,"8","6.10"
"LA",2016,"9","6.10"
"LA",2016,"10","6.00"
"LA",2016,"11","6.00"
"LA",2016,"12","5.90"
"LA",2017,"1","5.80"
"LA",2017,"2","5.70"
"LA",2017,"3","5.50"
"LA",2017,"4","5.40"
"LA",2017,"5","5.20"
"LA",2017,"6","5.10"
"LA",2017,"7","5.00"
"LA",2017,"8","4.90"
"LA",2017,"9","4.80"
"LA",2017,"10","4.70"
"LA",2017,"11","4.70"
"LA",2017,"12","4.70"
"LA",2018,"1","4.70"
"LA",2018,"2","4.70"
"LA",2018,"3","4.80"
"LA",2018,"4","4.90"
"LA",2018,"5","4.90"
"LA",2018,"6","4.90"
"LA",2018,"7","4.90"
"LA",2018,"8","4.90"
"LA",2018,"9","4.80"
"LA",2018,"10","4.80"
"LA",2018,"11","4.80"
"LA",2018,"12","4.80"
"LA",2019,"1","4.70"
"LA",2019,"2","4.60"
"LA",2019,"3","4.50"
"LA",2019,"4","4.40"
"LA",2019,"5","4.40"
"LA",2019,"6","4.50"
"LA",2019,"7","4.60"
"LA",2019,"8","4.70"
"LA",2019,"9","4.80"
"LA",2019,"10","4.80"
"LA",2019,"11","4.80"
"LA",2019,"12","4.80"
"LA",2020,"1","4.70"
"LA",2020,"2","4.70"
"LA",2020,"3","6.70"
"LA",2020,"4","13.50"
"LA",2020,"5","12.30"
"LA",2020,"6","11.00"
"LA",2020,"7","10.40"
"LA",2020,"8","9.20"
"LA",2020,"9","8.70"
"LA",2020,"10","8.00"
"LA",2020,"11","7.60"
"LA",2020,"12","7.40"
"LA",2021,"1","7.00"
"LA",2021,"2","6.80"
"LA",2021,"3","6.60"
"LA",2021,"4","6.40"
"LA",2021,"5","6.20"
"LA",2021,"6","6.00"
"LA",2021,"7","5.60"
"LA",2021,"8","5.20"
"LA",2021,"9","4.80"
"LA",2021,"10","4.50"
"LA",2021,"11","4.20"
"LA",2021,"12","4.00"
"LA",2022,"1","3.90"
"LA",2022,"2","3.80"
"LA",2022,"3","3.70"
"LA",2022,"4","3.70"
"LA",2022,"5","3.70"
"LA",2022,"6","3.60"
"LA",2022,"7","3.60"
"LA",2022,"8","3.60"
"LA",2022,"9","3.60"
"LA",2022,"10","3.60"
"LA",2022,"11","3.60"
"LA",2022,"12","3.60"
"LA",2023,"1","3.60"
"LA",2023,"2","3.60"
"LA",2023,"3","3.60"
"LA",2023,"4","3.50"
"LA",2023,"5","3.50"
"LA",2023,"6","3.50"
"LA",2023,"7","3.60"
"LA",2023,"8","3.70"
"LA",2023,"9","3.80"
"LA",2023,"10","4.00"
"LA",2023,"11","4.10"
"LA",2023,"12","4.20"
"LA",2024,"1","4.20"
"LA",2024,"2","4.20"
"LA",2024,"3","4.10"
"LA",2024,"4","4.10"
"LA",2024,"5","4.10"
"LA",2024,"6","4.20"
"LA",2024,"7","4.30"
"LA",2024,"8","4.50"
"LA",2024,"9","4.60"
"LA",2024,"10","4.60"
"LA",2024,"11","4.60"
"LA",2024,"12","4.60"
"MA",2015,"1","5.20"
"MA",2015,"2","5.10"
"MA",2015,"3","5.00"
"MA",2015,"4","5.00"
"MA",2015,"5","4.90"
"MA",2015,"6","4.80"
"MA",2015,"7","4.70"
"MA",2015,"8","4.70"
"MA",2015,"9","4.60"
"MA",2015,"10","4.60"
"MA",2015,"11","4.50"
"MA",2015,"12","4.50"
"MA",2016,"1","4.40"
"MA",2016,"2","4.30"
"MA",2016,"3","4.20"
"MA",2016,"4","4.10"
"MA",2016,"5","4.10"
"MA",2016,"6","4.00"
"MA",2016,"7","3.90"
"MA",2016,"8","3.90"
"MA",2016,"9","3.80"
"MA",2016,"10","3.80"
"MA",2016,"11","3.80"
"MA",2016,"12","3.90"
"MA",2017,"1","3.90"
"MA",2017,"2","3.90"
"MA",2017,"3","3.90"
"MA",2017,"4","3.90"
"MA",2017,"5","3.90"
"MA",2017,"6","3.80"
"MA",2017,"7","3.80"
"MA",2017,"8","3.80"
"MA",2017,"9","3.80"
"MA",2017,"10","3.80"
"MA",2017,"11","3.80"
"MA",2017,"12","3.70"
"MA",2018,"1","3.70"
"MA",2018,"2","3.60"
"MA",2018,"3","3.60"
"MA",2018,"4","3.60"
"MA",2018,"5","3.50"
"MA",2018,"6","3.50"
"MA",2018,"7","3.40"
"MA",2018,"8","3.40"
"MA",2018,"9","3.30"
"MA",2018,"10","3.30"
"MA",2018,"11","3.30"
"MA",2018,"12","3.30"
"MA",2019,"1","3.20"
"MA",2019,"2","3.20"
"MA",2019,"3","3.10"
"MA",2019,"4","3.10"
"MA",2019,"5","3.00"
"MA",2019,"6","3.00"
"MA",2019,"7","3.00"
"MA",2019,"8","3.00"
"MA",2019,"9","3.00"
"MA",2019,"10","3.00"
"MA",2019,"11","3.00"
"MA",2019,"12","3.00"
"MA",2020,"1","3.00"
"MA",2020,"2","3.10"
"MA",2020,"3","3.10"
"MA",2020,"4","17.80"
"MA",2020,"5","14.30"
"MA",2020,"6","14.70"
"MA",2020,"7","12.50"
"MA",2020,"8","10.40"
"MA",2020,"9","9.60"
"MA",2020,"10","8.40"
"MA",2020,"11","7.80"
"MA",2020,"12","7.40"
"MA",2021,"1","6.80"
"MA",2021,"2","6.40"
"MA",2021,"3","6.10"
"MA",2021,"4","5.90"
"MA",2021,"5","5.60"
"MA",2021,"6","5.50"
"MA",2021,"7","5.20"
"MA",2021,"8","5.00"
"MA",2021,"9","4.60"
"MA",2021,"10","4.40"
"MA",2021,"11","4.10"
"MA",2021,"12","3.90"
"MA",2022,"1","3.80"
"MA",2022,"2","3.70"
"MA",2022,"3","3.60"
"MA",2022,"4","3.60"
"MA",2022,"5","3.60"
"MA",2022,"6","3.60"
"MA",2022,"7","3.60"
"MA",2022,"8","3.70"
"MA",2022,"9","3.60"
"MA",2022,"10","3.60"
"MA",2022,"11","3.60"
"MA",2022,"12","3.50"
"MA",2023,"1","3.50"
"MA",2023,"2","3.50"
"MA",2023,"3","3.50"
"MA",2023,"4","3.30"
"MA",2023,"5","3.40"
"MA",2023,"6","3.40"
"MA",2023,"7","3.40"
"MA",2023,"8","3.50"
"MA",2023,"9","3.50"
"MA",2023,"10","3.60"
"MA",2023,"11","3.60"
"MA",2023,"12","3.70"
"MA",2024,"1","3.70"
"MA",2024,"2","3.80"
"MA",2024,"3","3.80"
"MA",2024,"4","3.90"
"MA",2024,"5","4.00"
"MA",2024,"6","4.00"
"MA",2024,"7","4.10"
"MA",2024,"8","4.20"
"MA",2024,"9","4.20"
"MA",2024,"10","4.20"
"MA",2024,"11","4.10"
"MA",2024,"12","4.10"
"MD",2015,"1","5.40"
"MD",2015,"2","5.30"
"MD",2015,"3","5.30"
"MD",2015,"4","5.20"
"MD",2015,"5","5.10"
"MD",2015,"6","5.10"
"MD",2015,"7","5.00"
"MD",2015,"8","5.00"
"MD",2015,"9","4.90"
"MD",2015,"10","4.80"
"MD",2015,"11","4.70"
"MD",2015,"12","4.60"
"MD",2016,"1","4.50"
"MD",2016,"2","4.40"
"MD",2016,"3","4.30"
"MD",2016,"4","4.20"
"MD",2016,"5","4.20"
"MD",2016,"6","4.20"
"MD",2016,"7","4.20"
"MD",2016,"8","4.20"
"MD",2016,"9","4.20"
"MD",2016,"10","4.20"
"MD",2016,"11","4.20"
"MD",2016,"12","4.20"
"MD",2017,"1","4.20"
"MD",2017,"2","4.10"
"MD",2017,"3","4.10"
"MD",2017,"4","4.00"
"MD",2017,"5","4.00"
"MD",2017,"6","4.00"
"MD",2017,"7","4.00"
"MD",2017,"8","4.00"
"MD",2017,"9","4.10"
"MD",2017,"10","4.10"
"MD",2017,"11","4.10"
"MD",2017,"12","4.10"
"MD",2018,"1","4.10"
"MD",2018,"2","4.00"
"MD",2018,"3","4.00"
"MD",2018,"4","3.90"
"MD",2018,"5","3.80"
"MD",2018,"6","3.80"
"MD",2018,"7","3.70"
"MD",2018,"8","3.70"
"MD",2018,"9","3.70"
"MD",2018,"10","3.70"
"MD",2018,"11","3.70"
"MD",2018,"12","3.60"
"MD",2019,"1","3.60"
"MD",2019,"2","3.50"
"MD",2019,"3","3.50"
"MD",2019,"4","3.40"
"MD",2019,"5","3.40"
"MD",2019,"6","3.40"
"MD",2019,"7","3.40"
"MD",2019,"8","3.40"
"MD",2019,"9","3.30"
"MD",2019,"10","3.30"
"MD",2019,"11","3.20"
"MD",2019,"12","3.20"
"MD",2020,"1","3.30"
"MD",2020,"2","3.40"
"MD",2020,"3","3.50"
"MD",2020,"4","9.00"
"MD",2020,"5","8.80"
"MD",2020,"6","8.10"
"MD",2020,"7","7.90"
"MD",2020,"8","7.20"
"MD",2020,"9","7.10"
"MD",2020,"10","6.70"
"MD",2020,"11","6.60"
"MD",2020,"12","6.60"
"MD",2021,"1","6.40"
"MD",2021,"2","6.20"
"MD",2021,"3","6.10"
"MD",2021,"4","5.90"
"MD",2021,"5","5.70"
"MD",2021,"6","5.60"
"MD",2021,"7","5.30"
"MD",2021,"8","5.00"
"MD",2021,"9","4.60"
"MD",2021,"10","4.20"
"MD",2021,"11","3.90"
"MD",2021,"12","3.50"
"MD",2022,"1","3.50"
"MD",2022,"2","3.30"
"MD",2022,"3","3.10"
"MD",2022,"4","3.10"
"MD",2022,"5","3.00"
"MD",2022,"6","3.00"
"MD",2022,"7","3.00"
"MD",2022,"8","3.00"
"MD",2022,"9","2.80"
"MD",2022,"10","2.80"
"MD",2022,"11","2.60"
"MD",2022,"12","2.40"
"MD",2023,"1","2.30"
"MD",2023,"2","2.20"
"MD",2023,"3","2.00"
"MD",2023,"4","1.90"
"MD",2023,"5","1.90"
"MD",2023,"6","1.90"
"MD",2023,"7","2.00"
"MD",2023,"8","2.20"
"MD",2023,"9","2.30"
"MD",2023,"10","2.40"
"MD",2023,"11","2.50"
"MD",2023,"12","2.70"
"MD",2024,"1","2.70"
"MD",2024,"2","2.80"
"MD",2024,"3","2.90"
"MD",2024,"4","2.90"
"MD",2024,"5","3.00"
"MD",2024,"6","3.10"
"MD",2024,"7","3.20"
"MD",2024,"8","3.20"
"MD",2024,"9","3.20"
"MD",2024,"10","3.20"
"MD",2024,"11","3.10"
"MD",2024,"12","3.10"
"ME",2015,"1","4.90"
"ME",2015,"2","4.80"
"ME",2015,"3","4.70"
"ME",2015,"4","4.60"
"ME",2015,"5","4.50"
"ME",2015,"6","4.40"
"ME",2015,"7","4.30"
"ME",2015,"8","4.20"
"ME",2015,"9","4.10"
"ME",2015,"10","4.10"
"ME",2015,"11","4.10"
"ME",2015,"12","4.00"
"ME",2016,"1","4.00"
"ME",2016,"2","4.00"
"ME",2016,"3","3.90"
"ME",2016,"4","3.90"
"ME",2016,"5","3.80"
"ME",2016,"6","3.80"
"ME",2016,"7","3.80"
"ME",2016,"8","3.70"
"ME",2016,"9","3.70"
"ME",2016,"10","3.70"
"ME",2016,"11","3.60"
"ME",2016,"12","3.60"
"ME",2017,"1","3.50"
"ME",2017,"2","3.50"
"ME",2017,"3","3.50"
"ME",2017,"4","3.40"
"ME",2017,"5","3.40"
"ME",2017,"6","3.40"
"ME",2017,"7","3.40"
"ME",2017,"8","3.40"
"ME",2017,"9","3.40"
"ME",2017,"10","3.30"
"ME",2017,"11","3.20"
"ME",2017,"12","3.10"
"ME",2018,"1","3.10"
"ME",2018,"2","3.00"
"ME",2018,"3","3.00"
"ME",2018,"4","3.00"
"ME",2018,"5","3.10"
"ME",2018,"6","3.20"
"ME",2018,"7","3.30"
"ME",2018,"8","3.30"
"ME",2018,"9","3.30"
"ME",2018,"10","3.30"
"ME",2018,"11","3.30"
"ME",2018,"12","3.20"
"ME",2019,"1","3.10"
"ME",2019,"2","3.00"
"ME",2019,"3","2.90"
"ME",2019,"4","2.80"
"ME",2019,"5","2.70"
"ME",2019,"6","2.70"
"ME",2019,"7","2.80"
"ME",2019,"8","2.80"
"ME",2019,"9","2.90"
"ME",2019,"10","3.00"
"ME",2019,"11","3.00"
"ME",2019,"12","3.10"
"ME",2020,"1","3.20"
"ME",2020,"2","3.20"
"ME",2020,"3","3.20"
"ME",2020,"4","9.30"
"ME",2020,"5","9.50"
"ME",2020,"6","6.60"
"ME",2020,"7","6.30"
"ME",2020,"8","4.20"
"ME",2020,"9","4.00"
"ME",2020,"10","3.80"
"ME",2020,"11","3.90"
"ME",2020,"12","4.20"
"ME",2021,"1","4.40"
"ME",2021,"2","4.80"
"ME",2021,"3","5.00"
"ME",2021,"4","5.20"
"ME",2021,"5","5.10"
"ME",2021,"6","5.20"
"ME",2021,"7","5.00"
"ME",2021,"8","4.90"
"ME",2021,"9","4.60"
"ME",2021,"10","4.50"
"ME",2021,"11","4.20"
"ME",2021,"12","3.90"
"ME",2022,"1","3.70"
"ME",2022,"2","3.30"
"ME",2022,"3","3.00"
"ME",2022,"4","2.90"
"ME",2022,"5","2.80"
"ME",2022,"6","2.70"
"ME",2022,"7","2.60"
"ME",2022,"8","2.50"
"ME",2022,"9","2.60"
"ME",2022,"10","2.70"
"ME",2022,"11","2.70"
"ME",2022,"12","2.60"
"ME",2023,"1","2.50"
"ME",2023,"2","2.50"
"ME",2023,"3","2.40"
"ME",2023,"4","2.40"
"ME",2023,"5","2.50"
"ME",2023,"6","2.50"
"ME",2023,"7","2.60"
"ME",2023,"8","2.70"
"ME",2023,"9","2.80"
"ME",2023,"10","2.80"
"ME",2023,"11","2.80"
"ME",2023,"12","2.80"
"ME",2024,"1","2.80"
"ME",2024,"2","2.80"
"ME",2024,"3","2.80"
"ME",2024,"4","2.80"
"ME",2024,"5","2.90"
"ME",2024,"6","3.00"
"ME",2024,"7","3.10"
"ME",2024,"8","3.20"
"ME",2024,"9","3.40"
"ME",2024,"10","3.40"
"ME",2024,"11","3.40"
"ME",2024,"12","3.40"
"MI",2015,"1","6.00"
"MI",2015,"2","5.90"
"MI",2015,"3","5.80"
"MI",2015,"4","5.70"
"MI",2015,"5","5.60"
"MI",2015,"6","5.50"
"MI",2015,"7","5.40"
"MI",2015,"8","5.20"
"MI",2015,"9","5.10"
"MI",2015,"10","5.00"
"MI",2015,"11","4.90"
"MI",2015,"12","4.90"
"MI",2016,"1","4.90"
"MI",2016,"2","4.90"
"MI",2016,"3","4.90"
"MI",2016,"4","5.00"
"MI",2016,"5","5.00"
"MI",2016,"6","5.00"
"MI",2016,"7","5.00"
"MI",2016,"8","5.00"
"MI",2016,"9","5.00"
"MI",2016,"10","5.10"
"MI",2016,"11","5.10"
"MI",2016,"12","5.00"
"MI",2017,"1","4.90"
"MI",2017,"2","4.70"
"MI",2017,"3","4.50"
"MI",2017,"4","4.40"
"MI",2017,"5","4.30"
"MI",2017,"6","4.40"
"MI",2017,"7","4.50"
"MI",2017,"8","4.60"
"MI",2017,"9","4.70"
"MI",2017,"10","4.70"
"MI",2017,"11","4.70"
"MI",2017,"12","4.60"
"MI",2018,"1","4.50"
"MI",2018,"2","4.40"
"MI",2018,"3","4.30"
"MI",2018,"4","4.20"
"MI",2018,"5","4.10"
"MI",2018,"6","4.00"
"MI",2018,"7","4.00"
"MI",2018,"8","4.00"
"MI",2018,"9","4.00"
"MI",2018,"10","4.10"
"MI",2018,"11","4.20"
"MI",2018,"12","4.20"
"MI",2019,"1","4.20"
"MI",2019,"2","4.20"
"MI",2019,"3","4.20"
"MI",2019,"4","4.20"
"MI",2019,"5","4.20"
"MI",2019,"6","4.20"
"MI",2019,"7","4.10"
"MI",2019,"8","4.10"
"MI",2019,"9","4.00"
"MI",2019,"10","3.90"
"MI",2019,"11","3.80"
"MI",2019,"12","3.80"
"MI",2020,"1","3.80"
"MI",2020,"2","3.80"
"MI",2020,"3","3.70"
"MI",2020,"4","22.70"
"MI",2020,"5","19.30"
"MI",2020,"6","14.50"
"MI",2020,"7","12.50"
"MI",2020,"8","10.00"
"MI",2020,"9","8.90"
"MI",2020,"10","7.70"
"MI",2020,"11","7.10"
"MI",2020,"12","6.90"
"MI",2021,"1","6.40"
"MI",2021,"2","6.20"
"MI",2021,"3","6.10"
"MI",2021,"4","6.20"
"MI",2021,"5","6.10"
"MI",2021,"6","6.20"
"MI",2021,"7","6.00"
"MI",2021,"8","5.70"
"MI",2021,"9","5.40"
"MI",2021,"10","5.10"
"MI",2021,"11","4.80"
"MI",2021,"12","4.50"
"MI",2022,"1","4.40"
"MI",2022,"2","4.30"
"MI",2022,"3","4.30"
"MI",2022,"4","4.20"
"MI",2022,"5","4.10"
"MI",2022,"6","4.00"
"MI",2022,"7","4.00"
"MI",2022,"8","4.00"
"MI",2022,"9","4.00"
"MI",2022,"10","4.10"
"MI",2022,"11","4.10"
"MI",2022,"12","4.10"
"MI",2023,"1","4.00"
"MI",2023,"2","3.90"
"MI",2023,"3","3.80"
"MI",2023,"4","3.70"
"MI",2023,"5","3.70"
"MI",2023,"6","3.80"
"MI",2023,"7","3.90"
"MI",2023,"8","4.00"
"MI",2023,"9","4.00"
"MI",2023,"10","4.00"
"MI",2023,"11","4.00"
"MI",2023,"12","4.00"
"MI",2024,"1","4.00"
"MI",2024,"2","4.00"
"MI",2024,"3","4.20"
"MI",2024,"4","4.40"
"MI",2024,"5","4.50"
"MI",2024,"6","4.70"
"MI",2024,"7","4.80"
"MI",2024,"8","5.00"
"MI",2024,"9","5.10"
"MI",2024,"10","5.20"
"MI",2024,"11","5.20"
"MI",2024,"12","5.20"
"MN",2015,"1","3.80"
"MN",2015,"2","3.80"
"MN",2015,"3","3.80"
"MN",2015,"4","3.80"
"MN",2015,"5","3.80"
"MN",2015,"6","3.80"
"MN",2015,"7","3.80"
"MN",2015,"8","3.70"
"MN",2015,"9","3.70"
"MN",2015,"10","3.70"
"MN",2015,"11","3.70"
"MN",2015,"12","3.70"
"MN",2016,"1","3.70"
"MN",2016,"2","3.70"
"MN",2016,"3","3.80"
"MN",2016,"4","3.80"
"MN",2016,"5","3.80"
"MN",2016,"6","3.90"
"MN",2016,"7","3.90"
"MN",2016,"8","3.90"
"MN",2016,"9","4.00"
"MN",2016,"10","4.00"
"MN",2016,"11","4.00"
"MN",2016,"12","3.90"
"MN",2017,"1","3.80"
