Series Id:             LASST010000000000003,LASST010000000000004,LASST010000000000005,LASST010000000000006,LASST010000000000007,LASST010000000000008

Seasonally Adjusted
Area:                  Alabama
Area Type:             Statewide
State/Region/Division: Alabama


Year,Period,labor force participation rate,employment-population ratio,labor force,employment,unemployment,unemployment rate
2024,Aug,58.1,55.5,2550374,2433798,116576,4.6
2024,Sep,58.1,55.4,2551404,2435531,115873,4.5
2024,Oct,58.0,55.4,2551157,2436946,114211,4.5
2024,Nov,57.8,55.3,2550137,2437183,112954,4.4
2024,Dec,57.7,55.2,2549653,2437016,112637,4.4


Series Id:             LASST460000000000003,LASST460000000000004,LASST460000000000005,LASST460000000000006,LASST460000000000007,LASST460000000000008

Seasonally Adjusted
Area:                  South Dakota
Area Type:             Statewide
State/Region/Division: South Dakota


Year,Period,labor force participation rate,employment-population ratio,labor force,employment,unemployment,unemployment rate
2015,Jan,69.9,67.7,449519,435204,14315,3.2
2015,Feb,69.9,67.7,449491,435277,14214,3.2
2015,Mar,69.9,67.7,449521,435380,14141,3.1
2015,Apr,69.9,67.7,449658,435586,14072,3.1
2015,May,69.8,67.7,449843,435854,13989,3.1
2015,Jun,69.8,67.7,449968,436105,13863,3.1
2015,Jul,69.8,67.7,450029,436350,13679,3.0
2015,Aug,69.8,67.7,450086,436624,13462,3.0
2015,Sep,69.7,67.7,450221,436979,13242,2.9
2015,Oct,69.7,67.7,450545,437488,13057,2.9
2015,Nov,69.7,67.7,451039,438109,12930,2.9
2015,Dec,69.8,67.8,451549,438712,12837,2.8
2016,Jan,69.8,67.8,451982,439216,12766,2.8
2016,Feb,69.8,67.8,452332,439579,12753,2.8
2016,Mar,69.8,67.8,452580,439760,12820,2.8
2016,Apr,69.7,67.7,452748,439760,12988,2.9
2016,May,69.7,67.7,452898,439648,13250,2.9
2016,Jun,69.7,67.6,453038,439490,13548,3.0
2016,Jul,69.6,67.5,453169,439346,13823,3.1
2016,Aug,69.6,67.4,453279,439236,14043,3.1
2016,Sep,69.5,67.3,453352,439137,14215,3.1
2016,Oct,69.5,67.3,453370,439056,14314,3.2
2016,Nov,69.4,67.2,453396,439086,14310,3.2
2016,Dec,69.4,67.2,453528,439307,14221,3.1
2017,Jan,69.3,67.2,453764,439687,14077,3.1
2017,Feb,69.3,67.2,454090,440199,13891,3.1
2017,Mar,69.3,67.3,454505,440777,13728,3.0
2017,Apr,69.4,67.3,455044,441404,13640,3.0
2017,May,69.4,67.3,455672,442048,13624,3.0
2017,Jun,69.4,67.4,456278,442609,13669,3.0
2017,Jul,69.4,67.3,456751,442992,13759,3.0
2017,Aug,69.4,67.3,456969,443144,13825,3.0
2017,Sep,69.4,67.3,456923,443092,13831,3.0
2017,Oct,69.3,67.2,456694,442936,13758,3.0
2017,Nov,69.2,67.2,456452,442795,13657,3.0
2017,Dec,69.2,67.1,456396,442860,13536,3.0
2018,Jan,69.2,67.2,456643,443244,13399,2.9
2018,Feb,69.3,67.3,457231,443969,13262,2.9
2018,Mar,69.3,67.4,457969,444871,13098,2.9
2018,Apr,69.4,67.5,458546,445660,12886,2.8
2018,May,69.4,67.5,458806,446127,12679,2.8
2018,Jun,69.4,67.5,458793,446295,12498,2.7
2018,Jul,69.3,67.4,458603,446275,12328,2.7
2018,Aug,69.2,67.4,458463,446245,12218,2.7
2018,Sep,69.2,67.3,458560,446352,12208,2.7
2018,Oct,69.2,67.3,458985,446687,12298,2.7
2018,Nov,69.2,67.3,459657,447210,12447,2.7
2018,Dec,69.3,67.4,460408,447815,12593,2.7
2019,Jan,69.3,67.4,461110,448392,12718,2.8
2019,Feb,69.4,67.5,461712,448918,12794,2.8
2019,Mar,69.4,67.5,462249,449410,12839,2.8
2019,Apr,69.5,67.5,462807,449955,12852,2.8
2019,May,69.5,67.6,463378,450553,12825,2.8
2019,Jun,69.5,67.6,463987,451197,12790,2.8
2019,Jul,69.6,67.6,464652,451873,12779,2.8
2019,Aug,69.6,67.7,465308,452545,12763,2.7
2019,Sep,69.6,67.7,465921,453268,12653,2.7
2019,Oct,69.6,67.8,466380,453912,12468,2.7
2019,Nov,69.6,67.8,466622,454373,12249,2.6
2019,Dec,69.6,67.8,466473,454418,12055,2.6
2020,Jan,69.4,67.6,465790,453941,11849,2.5
2020,Feb,69.2,67.5,464574,453018,11556,2.5
2020,Mar,68.9,67.3,463143,452018,11125,2.4
2020,Apr,69.0,62.9,463618,422939,40679,8.8
2020,May,69.0,64.4,464185,433438,30747,6.6
2020,Jun,68.7,65.0,462236,437656,24580,5.3
2020,Jul,68.8,65.6,463621,441950,21671,4.7
2020,Aug,68.8,66.1,463942,445660,18282,3.9
2020,Sep,69.0,66.5,465564,448677,16887,3.6
2020,Oct,68.9,66.7,465928,450706,15222,3.3
2020,Nov,68.9,66.8,466415,451938,14477,3.1
2020,Dec,68.9,66.8,466744,452639,14105,3.0
2021,Jan,68.8,66.9,466647,453250,13397,2.9
2021,Feb,68.9,66.9,467073,453922,13151,2.8
2021,Mar,68.9,67.0,467753,454720,13033,2.8
2021,Apr,68.9,67.0,468566,455554,13012,2.8
2021,May,68.9,67.1,469225,456389,12836,2.7
2021,Jun,69.0,67.1,469843,457146,12697,2.7
2021,Jul,68.9,67.1,470180,457874,12306,2.6
2021,Aug,68.8,67.1,470491,458675,11816,2.5
2021,Sep,68.8,67.2,470806,459616,11190,2.4
2021,Oct,68.8,67.2,471314,460743,10571,2.2
2021,Nov,68.7,67.3,471907,461952,9955,2.1
2021,Dec,68.8,67.4,472612,463136,9476,2.0
2022,Jan,68.8,67.4,473347,464219,9128,1.9
2022,Feb,68.8,67.5,474045,465165,8880,1.9
2022,Mar,68.8,67.5,474670,465895,8775,1.8
2022,Apr,68.7,67.5,475164,466376,8788,1.8
2022,May,68.7,67.4,475495,466617,8878,1.9
2022,Jun,68.6,67.3,475641,466649,8992,1.9
2022,Jul,68.5,67.2,475683,466545,9138,1.9
2022,Aug,68.4,67.1,475726,466459,9267,1.9
2022,Sep,68.3,67.0,475805,466514,9291,2.0
2022,Oct,68.3,67.0,476022,466810,9212,1.9
2022,Nov,68.3,67.0,476459,467407,9052,1.9
2022,Dec,68.3,67.0,477177,468294,8883,1.9
2023,Jan,68.4,67.1,478057,469308,8749,1.8
2023,Feb,68.4,67.2,479011,470348,8663,1.8
2023,Mar,68.5,67.3,479943,471334,8609,1.8
2023,Apr,68.5,67.3,480782,472194,8588,1.8
2023,May,68.6,67.3,481471,472845,8626,1.8
2023,Jun,68.6,67.3,482056,473359,8697,1.8
2023,Jul,68.5,67.3,482550,473786,8764,1.8
2023,Aug,68.5,67.3,482960,474150,8810,1.8
2023,Sep,68.5,67.3,483368,474525,8843,1.8
2023,Oct,68.5,67.3,483718,474882,8836,1.8
2023,Nov,68.5,67.2,483977,475217,8760,1.8
2023,Dec,68.4,67.2,484169,475550,8619,1.8
2024,Jan,68.4,67.2,484391,475924,8467,1.7
2024,Feb,68.4,67.2,484795,476400,8395,1.7
2024,Mar,68.5,67.3,485424,476983,8441,1.7
2024,Apr,68.5,67.3,486264,477691,8573,1.8
2024,May,68.6,67.4,487263,478548,8715,1.8
2024,Jun,68.7,67.4,488262,479432,8830,1.8
2024,Jul,68.7,67.5,489192,480259,8933,1.8
2024,Aug,68.8,67.5,489962,480952,9010,1.8
2024,Sep,68.8,67.5,490499,481442,9057,1.8
2024,Oct,68.8,67.5,490819,481719,9100,1.9
2024,Nov,68.7,67.4,490801,481679,9122,1.9
2024,Dec,68.7,67.4,490721,481597,9124,1.9


Series Id:             LASST470000000000003,LASST470000000000004,LASST470000000000005,LASST470000000000006,LASST470000000000007,LASST470000000000008

Seasonally Adjusted
Area:                  Tennessee
Area Type:             Statewide
State/Region/Division: Tennessee


Year,Period,labor force participation rate,employment-population ratio,labor force,employment,unemployment,unemployment rate
2015,Jan,59.7,56.0,3065281,2879087,186194,6.1
2015,Feb,59.7,56.1,3067489,2883222,184267,6.0
2015,Mar,59.7,56.1,3070631,2888465,182166,5.9
2015,Apr,59.7,56.2,3074122,2894532,179590,5.8
2015,May,59.7,56.3,3077173,2900641,176532,5.7
2015,Jun,59.7,56.3,3078968,2905909,173059,5.6
2015,Jul,59.7,56.4,3079697,2910253,169444,5.5
2015,Aug,59.6,56.4,3080105,2914272,165833,5.4
2015,Sep,59.6,56.4,3081151,2919088,162063,5.3
2015,Oct,59.6,56.5,3084457,2926120,158337,5.1
2015,Nov,59.6,56.7,3090661,2935594,155067,5.0
2015,Dec,59.7,56.8,3098226,2946065,152161,4.9
2016,Jan,59.8,56.9,3105368,2955799,149569,4.8
2016,Feb,59.9,57.1,3111174,2963588,147586,4.7
2016,Mar,59.9,57.1,3115694,2969388,146306,4.7
2016,Apr,60.0,57.2,3120233,2974284,145949,4.7
2016,May,60.0,57.2,3125918,2979358,146560,4.7
2016,Jun,60.1,57.3,3132837,2985128,147709,4.7
2016,Jul,60.2,57.3,3140466,2991612,148854,4.7
2016,Aug,60.3,57.4,3147411,2997536,149875,4.8
2016,Sep,60.3,57.4,3152701,3001875,150826,4.8
2016,Oct,60.3,57.4,3155934,3004775,151159,4.8
2016,Nov,60.3,57.4,3157653,3007482,150171,4.8
2016,Dec,60.2,57.4,3159171,3011676,147495,4.7
2017,Jan,60.2,57.5,3161588,3018331,143257,4.5
2017,Feb,60.3,57.6,3165138,3027509,137629,4.3
2017,Mar,60.3,57.8,3169407,3038175,131232,4.1
2017,Apr,60.3,58.0,3174476,3049779,124697,3.9
2017,May,60.4,58.1,3180235,3061581,118654,3.7
2017,Jun,60.4,58.3,3186200,3072205,113995,3.6
2017,Jul,60.5,58.4,3192239,3081045,111194,3.5
2017,Aug,60.5,58.5,3197704,3087732,109972,3.4
2017,Sep,60.6,58.5,3201719,3091822,109897,3.4
2017,Oct,60.5,58.5,3204205,3093705,110500,3.4
2017,Nov,60.5,58.4,3205969,3094526,111443,3.5
2017,Dec,60.5,58.4,3208324,3095960,112364,3.5
2018,Jan,60.5,58.4,3212889,3099678,113211,3.5
2018,Feb,60.6,58.5,3220532,3106759,113773,3.5
2018,Mar,60.8,58.6,3230150,3116287,113863,3.5
2018,Apr,60.9,58.8,3239107,3125615,113492,3.5
2018,May,61.0,58.8,3245698,3132665,113033,3.5
2018,Jun,61.0,58.9,3250483,3137775,112708,3.5
2018,Jul,61.0,58.9,3253879,3141385,112494,3.5
2018,Aug,61.0,58.9,3257296,3144686,112610,3.5
2018,Sep,61.0,58.9,3262243,3149212,113031,3.5
2018,Oct,61.1,59.0,3269246,3155705,113541,3.5
2018,Nov,61.2,59.1,3278109,3164192,113917,3.5
2018,Dec,61.4,59.3,3288549,3174427,114122,3.5
2019,Jan,61.6,59.4,3299516,3185366,114150,3.5
2019,Feb,61.7,59.6,3309492,3195680,113812,3.4
2019,Mar,61.8,59.7,3317717,3204739,112978,3.4
2019,Apr,61.9,59.8,3324408,3212970,111438,3.4
2019,May,61.9,59.9,3329352,3219861,109491,3.3
2019,Jun,61.9,59.9,3332238,3224407,107831,3.2
2019,Jul,61.9,59.9,3333856,3226641,107215,3.2
2019,Aug,61.9,59.9,3335490,3227612,107878,3.2
2019,Sep,61.9,59.8,3338521,3229237,109284,3.3
2019,Oct,61.9,59.8,3342882,3231495,111387,3.3
2019,Nov,61.9,59.8,3346774,3233186,113588,3.4
2019,Dec,61.8,59.7,3346761,3231783,114978,3.4
2020,Jan,61.7,59.5,3340825,3225772,115053,3.4
2020,Feb,61.4,59.3,3330049,3214810,115239,3.5
2020,Mar,61.1,59.0,3317696,3200642,117054,3.5
2020,Apr,58.8,49.5,3191792,2689150,502642,15.7
2020,May,59.9,52.6,3257118,2861788,395330,12.1
2020,Jun,59.7,53.7,3249984,2919984,330000,10.2
2020,Jul,60.1,54.7,3272977,2978595,294382,9.0
2020,Aug,60.2,55.6,3279583,3028859,250724,7.6
2020,Sep,60.7,56.3,3310277,3074592,235685,7.1
2020,Oct,60.7,56.9,3317329,3107601,209728,6.3
2020,Nov,60.8,57.2,3324647,3128513,196134,5.9
2020,Dec,60.8,57.4,3324856,3138133,186723,5.6
2021,Jan,60.6,57.4,3316648,3138917,177731,5.4
2021,Feb,60.5,57.3,3310082,3136552,173530,5.2
2021,Mar,60.4,57.3,3306719,3136783,169936,5.1
2021,Apr,60.3,57.3,3308418,3141413,167005,5.0
2021,May,60.4,57.4,3311767,3150556,161211,4.9
2021,Jun,60.4,57.6,3316616,3161236,155380,4.7
2021,Jul,60.4,57.7,3318858,3171516,147342,4.4
2021,Aug,60.3,57.8,3319744,3180976,138768,4.2
2021,Sep,60.2,57.9,3321035,3190542,130493,3.9
2021,Oct,60.3,58.0,3325470,3201557,123913,3.7
2021,Nov,60.3,58.2,3332621,3214131,118490,3.6
2021,Dec,60.4,58.3,3343714,3228314,115400,3.5
2022,Jan,60.6,58.5,3356898,3242890,114008,3.4
2022,Feb,60.8,58.7,3368645,3255382,113263,3.4
2022,Mar,60.8,58.8,3375784,3262945,112839,3.3
2022,Apr,60.8,58.8,3377997,3265708,112289,3.3
2022,May,60.7,58.7,3376442,3264834,111608,3.3
2022,Jun,60.5,58.5,3372222,3260887,111335,3.3
2022,Jul,60.3,58.3,3365843,3254162,111681,3.3
2022,Aug,60.1,58.1,3358681,3246185,112496,3.3
2022,Sep,59.9,57.9,3352229,3238833,113396,3.4
2022,Oct,59.7,57.7,3348013,3233608,114405,3.4
2022,Nov,59.6,57.6,3346466,3231630,114836,3.4
2022,Dec,59.6,57.6,3347252,3232989,114263,3.4
2023,Jan,59.6,57.6,3350538,3237570,112968,3.4
2023,Feb,59.6,57.6,3356508,3245279,111229,3.3
2023,Mar,59.7,57.7,3363533,3254279,109254,3.2
2023,Apr,59.7,57.8,3369705,3262354,107351,3.2
2023,May,59.7,57.8,3374129,3267966,106163,3.1
2023,Jun,59.7,57.8,3377844,3271933,105911,3.1
2023,Jul,59.7,57.8,3382472,3275696,106776,3.2
2023,Aug,59.7,57.8,3387756,3279227,108529,3.2
2023,Sep,59.7,57.8,3391938,3281737,110201,3.2
2023,Oct,59.7,57.7,3394424,3283425,110999,3.3
2023,Nov,59.7,57.7,3396072,3285261,110811,3.3
2023,Dec,59.6,57.7,3397636,3287968,109668,3.2
2024,Jan,59.6,57.7,3399403,3291618,107785,3.2
2024,Feb,59.6,57.7,3401996,3295679,106317,3.1
2024,Mar,59.6,57.7,3405989,3299746,106243,3.1
2024,Apr,59.6,57.7,3410795,3303028,107767,3.2
2024,May,59.6,57.7,3415537,3305111,110426,3.2
2024,Jun,59.6,57.6,3419414,3305621,113793,3.3
2024,Jul,59.6,57.5,3422716,3304836,117880,3.4
2024,Aug,59.6,57.5,3426395,3304336,122059,3.6
2024,Sep,59.6,57.4,3431207,3305461,125746,3.7
2024,Oct,59.6,57.4,3435695,3307362,128333,3.7
2024,Nov,59.6,57.4,3436912,3308324,128588,3.7
2024,Dec,59.5,57.3,3436660,3308533,128127,3.7


Series Id:             LASST480000000000003,LASST480000000000004,LASST480000000000005,LASST480000000000006,LASST480000000000007,LASST480000000000008

Seasonally Adjusted
Area:                  Texas
Area Type:             Statewide
State/Region/Division: Texas


Year,Period,labor force participation rate,employment-population ratio,labor force,employment,unemployment,unemployment rate
2015,Jan,64.2,61.3,13005030,12413821,591209,4.5
2015,Feb,64.1,61.2,12996949,12412813,584136,4.5
2015,Mar,64.0,61.1,12994457,12414507,579950,4.5
2015,Apr,63.9,61.1,12997813,12420862,576951,4.4
2015,May,63.8,61.0,13004689,12429664,575025,4.4
2015,Jun,63.8,60.9,13012436,12437703,574733,4.4
2015,Jul,63.7,60.9,13021327,12444249,577078,4.4
2015,Aug,63.6,60.8,13031358,12449698,581660,4.5
2015,Sep,63.6,60.7,13043523,12457708,585815,4.5
2015,Oct,63.6,60.7,13062295,12474063,588232,4.5
2015,Nov,63.6,60.8,13088927,12499878,589049,4.5
2015,Dec,63.7,60.8,13119457,12531243,588214,4.5
2016,Jan,63.7,60.9,13149367,12562798,586569,4.5
2016,Feb,63.8,60.9,13176511,12589950,586561,4.5
2016,Mar,63.8,60.9,13200366,12610661,589705,4.5
2016,Apr,63.8,60.9,13222774,12625596,597178,4.5
2016,May,63.8,60.9,13245429,12637404,608025,4.6
2016,Jun,63.8,60.8,13267182,12648392,618790,4.7
2016,Jul,63.8,60.8,13287060,12659997,627063,4.7
2016,Aug,63.8,60.8,13304597,12671722,632875,4.8
2016,Sep,63.8,60.7,13319196,12681206,637990,4.8
2016,Oct,63.7,60.7,13330344,12687966,642378,4.8
2016,Nov,63.7,60.6,13340963,12696201,644762,4.8
2016,Dec,63.7,60.6,13355421,12710451,644970,4.8
2017,Jan,63.7,60.6,13375477,12732635,642842,4.8
2017,Feb,63.7,60.7,13399052,12762728,636324,4.7
2017,Mar,63.8,60.8,13421751,12796301,625450,4.7
2017,Apr,63.8,60.9,13442289,12830534,611755,4.6
2017,May,63.8,61.0,13460096,12863746,596350,4.4
2017,Jun,63.8,61.0,13475092,12893147,581945,4.3
2017,Jul,63.8,61.1,13488447,12917748,570699,4.2
2017,Aug,63.8,61.1,13500768,12938258,562510,4.2
2017,Sep,63.7,61.1,13513740,12956752,556988,4.1
2017,Oct,63.7,61.1,13529038,12975640,553398,4.1
2017,Nov,63.7,61.1,13546877,12994965,551912,4.1
2017,Dec,63.8,61.2,13568610,13017098,551512,4.1
2018,Jan,63.8,61.2,13595908,13044129,551779,4.1
2018,Feb,63.9,61.3,13629499,13077375,552124,4.1
2018,Mar,64.0,61.4,13665155,13114155,551000,4.0
2018,Apr,64.1,61.5,13694410,13147247,547163,4.0
2018,May,64.1,61.6,13712961,13171017,541944,4.0
2018,Jun,64.1,61.6,13722218,13186203,536015,3.9
2018,Jul,64.0,61.5,13725433,13195670,529763,3.9
2018,Aug,63.9,61.5,13729166,13203553,525613,3.8
2018,Sep,63.9,61.4,13738074,13212991,525083,3.8
2018,Oct,63.8,61.4,13753322,13226519,526803,3.8
2018,Nov,63.9,61.4,13772019,13244160,527859,3.8
2018,Dec,63.9,61.4,13789571,13264412,525159,3.8
2019,Jan,63.8,61.4,13802976,13285684,517292,3.7
2019,Feb,63.8,61.5,13813223,13308177,505046,3.7
2019,Mar,63.8,61.5,13824443,13332175,492268,3.6
2019,Apr,63.8,61.6,13841956,13359727,482229,3.5
2019,May,63.8,61.6,13867607,13390069,477538,3.4
2019,Jun,63.9,61.7,13900435,13421095,479340,3.4
2019,Jul,64.0,61.8,13936883,13450811,486072,3.5
2019,Aug,64.1,61.8,13971964,13478544,493420,3.5
2019,Sep,64.1,61.8,14004715,13508923,495792,3.5
2019,Oct,64.1,61.9,14034173,13540444,493729,3.5
2019,Nov,64.2,61.9,14060143,13570116,490027,3.5
2019,Dec,64.2,61.9,14075288,13586609,488679,3.5
2020,Jan,64.1,61.8,14072438,13580042,492396,3.5
2020,Feb,63.9,61.6,14049555,13547699,501856,3.6
2020,Mar,63.1,59.9,13893417,13195580,697837,5.0
2020,Apr,60.3,52.6,13300732,11597567,1703165,12.8
2020,May,62.7,55.4,13854813,12240514,1614299,11.7
2020,Jun,62.7,56.3,13855506,12458488,1397018,10.1
2020,Jul,63.0,57.2,13960798,12667175,1293623,9.3
2020,Aug,62.9,57.9,13961664,12838098,1123566,8.0
2020,Sep,63.3,58.4,14059000,12981702,1077298,7.7
2020,Oct,63.3,58.8,14074423,13076265,998158,7.1
2020,Nov,63.4,59.0,14116639,13134468,982171,7.0
2020,Dec,63.4,59.0,14146644,13167936,978708,6.9
2021,Jan,63.4,59.1,14150873,13196156,954717,6.7
2021,Feb,63.4,59.2,14168325,13230940,937385,6.6
2021,Mar,63.4,59.4,14195701,13281553,914148,6.4
2021,Apr,63.5,59.6,14231323,13343142,888181,6.2
2021,May,63.6,59.8,14263383,13410833,852550,6.0
2021,Jun,63.7,60.0,14314739,13477275,837464,5.9
2021,Jul,63.7,60.2,14337563,13541338,796225,5.6
2021,Aug,63.8,60.4,14370139,13604698,765441,5.3
2021,Sep,63.7,60.5,14395289,13669823,725466,5.0
2021,Oct,63.8,60.7,14439617,13739947,699670,4.8
2021,Nov,63.9,60.9,14480013,13812208,667805,4.6
2021,Dec,64.0,61.2,14530186,13883600,646586,4.4
2022,Jan,64.1,61.4,14581646,13951152,630494,4.3
2022,Feb,64.2,61.5,14613867,14012756,601111,4.1
2022,Mar,64.2,61.7,14642002,14064777,577225,3.9
2022,Apr,64.2,61.7,14675779,14107219,568560,3.9
2022,May,64.2,61.8,14706011,14141088,564923,3.8
2022,Jun,64.2,61.8,14729057,14166713,562344,3.8
2022,Jul,64.1,61.7,14743175,14185249,557926,3.8
2022,Aug,64.1,61.7,14753093,14202525,550568,3.7
2022,Sep,64.1,61.6,14793793,14224727,569066,3.8
2022,Oct,64.2,61.6,14840135,14255681,584454,3.9
2022,Nov,64.3,61.7,14893637,14297201,596436,4.0
2022,Dec,64.4,61.8,14952265,14347254,605011,4.0
2023,Jan,64.5,61.9,15010547,14399839,610708,4.1
2023,Feb,64.6,62.0,15064579,14451638,612941,4.1
2023,Mar,64.7,62.1,15111504,14499483,612021,4.1
2023,Apr,64.8,62.1,15151161,14541657,609504,4.0
2023,May,64.8,62.2,15184324,14576530,607794,4.0
2023,Jun,64.8,62.2,15214653,14607834,606819,4.0
2023,Jul,64.8,62.2,15244971,14638128,606843,4.0
2023,Aug,64.8,62.2,15274221,14666671,607550,4.0
2023,Sep,64.7,62.2,15301250,14693415,607835,4.0
2023,Oct,64.7,62.2,15324828,14717525,607303,4.0
2023,Nov,64.7,62.1,15346974,14740333,606641,4.0
2023,Dec,64.7,62.1,15370866,14764844,606022,3.9
2024,Jan,64.7,62.1,15399584,14793618,605966,3.9
2024,Feb,64.7,62.2,15435521,14826610,608911,3.9
2024,Mar,64.8,62.2,15477067,14861762,615305,4.0
2024,Apr,64.8,62.2,15522022,14898296,623726,4.0
2024,May,64.9,62.3,15568512,14936099,632413,4.1
2024,Jun,65.0,62.3,15612348,14971131,641217,4.1
2024,Jul,65.0,62.3,15652851,15003532,649319,4.1
2024,Aug,65.1,62.3,15687839,15033023,654816,4.2
2024,Sep,65.1,62.3,15714969,15057745,657224,4.2
2024,Oct,65.0,62.3,15732256,15075166,657090,4.2
2024,Nov,64.9,62.2,15731661,15076275,655386,4.2
2024,Dec,64.8,62.1,15727730,15073263,654467,4.2


Series Id:             LASST490000000000003,LASST490000000000004,LASST490000000000005,LASST490000000000006,LASST490000000000007,LASST490000000000008

Seasonally Adjusted
Area:                  Utah
Area Type:             Statewide
State/Region/Division: Utah


Year,Period,labor force participation rate,employment-population ratio,labor force,employment,unemployment,unemployment rate
2015,Jan,67.8,65.4,1443189,1392252,50937,3.5
2015,Feb,67.9,65.5,1446330,1395382,50948,3.5
2015,Mar,67.9,65.5,1449776,1398739,51037,3.5
2015,Apr,68.0,65.6,1453518,1402347,51171,3.5
2015,May,68.1,65.7,1457187,1405887,51300,3.5
2015,Jun,68.1,65.7,1460409,1409012,51397,3.5
2015,Jul,68.1,65.7,1463234,1411732,51502,3.5
2015,Aug,68.1,65.7,1465935,1414293,51642,3.5
2015,Sep,68.1,65.7,1468803,1417085,51718,3.5
2015,Oct,68.1,65.7,1472335,1420602,51733,3.5
2015,Nov,68.1,65.7,1476757,1424957,51800,3.5
2015,Dec,68.2,65.8,1481723,1429825,51898,3.5
2016,Jan,68.3,65.9,1486793,1434798,51995,3.5
2016,Feb,68.4,66.0,1491654,1439594,52060,3.5
2016,Mar,68.4,66.1,1495995,1444077,51918,3.5
2016,Apr,68.5,66.1,1499835,1448296,51539,3.4
2016,May,68.5,66.2,1503476,1452435,51041,3.4
2016,Jun,68.5,66.2,1507116,1456632,50484,3.3
2016,Jul,68.5,66.3,1510805,1460884,49921,3.3
2016,Aug,68.5,66.3,1514535,1465068,49467,3.3
2016,Sep,68.6,66.3,1518277,1469021,49256,3.2
2016,Oct,68.6,66.4,1521999,1472765,49234,3.2
2016,Nov,68.6,66.4,1525847,1476621,49226,3.2
2016,Dec,68.6,66.4,1530053,1480889,49164,3.2
2017,Jan,68.7,66.5,1534672,1485579,49093,3.2
2017,Feb,68.8,66.6,1539544,1490531,49013,3.2
2017,Mar,68.9,66.7,1544341,1495332,49009,3.2
2017,Apr,68.9,66.8,1548933,1499829,49104,3.2
2017,May,69.0,66.8,1553118,1503951,49167,3.2
2017,Jun,69.0,66.8,1556664,1507489,49175,3.2
2017,Jul,69.0,66.8,1559600,1510433,49167,3.2
2017,Aug,68.9,66.8,1561846,1512774,49072,3.1
2017,Sep,68.9,66.7,1563453,1514568,48885,3.1
2017,Oct,68.8,66.7,1564691,1516080,48611,3.1
2017,Nov,68.7,66.6,1565804,1517480,48324,3.1
2017,Dec,68.6,66.5,1567240,1519268,47972,3.1
2018,Jan,68.6,66.5,1569406,1521817,47589,3.0
2018,Feb,68.6,66.6,1572534,1525321,47213,3.0
2018,Mar,68.7,66.6,1576272,1529405,46867,3.0
2018,Apr,68.7,66.7,1579760,1533207,46553,2.9
2018,May,68.7,66.7,1582426,1536111,46315,2.9
2018,Jun,68.6,66.6,1584302,1538160,46142,2.9
2018,Jul,68.5,66.6,1585625,1539651,45974,2.9
2018,Aug,68.5,66.5,1586998,1541130,45868,2.9
2018,Sep,68.4,66.4,1588869,1543053,45816,2.9
2018,Oct,68.4,66.4,1591373,1545655,45718,2.9
2018,Nov,68.4,66.4,1594411,1548930,45481,2.9
2018,Dec,68.4,66.5,1597702,1552637,45065,2.8
2019,Jan,68.4,66.5,1600912,1556445,44467,2.8
2019,Feb,68.4,66.6,1603965,1560269,43696,2.7
2019,Mar,68.4,66.6,1606966,1564070,42896,2.7
2019,Apr,68.5,66.7,1610178,1568065,42113,2.6
2019,May,68.5,66.7,1613584,1572190,41394,2.6
2019,Jun,68.5,66.8,1617122,1576361,40761,2.5
2019,Jul,68.5,66.8,1620725,1580487,40238,2.5
2019,Aug,68.5,66.8,1624340,1584516,39824,2.5
2019,Sep,68.5,66.9,1628202,1588812,39390,2.4
2019,Oct,68.6,66.9,1632135,1592966,39169,2.4
2019,Nov,68.6,67.0,1635740,1596451,39289,2.4
2019,Dec,68.6,66.9,1637983,1598277,39706,2.4
2020,Jan,68.5,66.8,1638196,1597963,40233,2.5
2020,Feb,68.3,66.6,1636410,1595731,40679,2.5
2020,Mar,68.1,66.4,1633767,1592987,40780,2.5
2020,Apr,67.5,60.7,1622532,1460961,161571,10.0
2020,May,67.9,62.7,1636328,1510025,126303,7.7
2020,Jun,67.7,63.4,1635237,1530068,105169,6.4
2020,Jul,68.0,64.1,1644579,1550316,94263,5.7
2020,Aug,68.0,64.7,1647748,1567928,79820,4.8
2020,Sep,68.2,65.2,1657580,1582938,74642,4.5
2020,Oct,68.2,65.4,1660656,1593689,66967,4.0
2020,Nov,68.2,65.6,1664110,1601128,62982,3.8
2020,Dec,68.2,65.7,1666498,1606240,60258,3.6
2021,Jan,68.1,65.8,1667242,1610592,56650,3.4
2021,Feb,68.0,65.8,1669515,1615147,54368,3.3
2021,Mar,68.0,65.9,1672505,1620444,52061,3.1
2021,Apr,68.0,66.0,1676668,1626084,50584,3.0
2021,May,68.0,66.1,1680384,1631658,48726,2.9
2021,Jun,68.0,66.1,1684008,1636679,47329,2.8
2021,Jul,68.0,66.2,1686847,1641379,45468,2.7
2021,Aug,68.0,66.2,1689777,1646257,43520,2.6
2021,Sep,68.0,66.3,1693205,1651677,41528,2.5
2021,Oct,68.1,66.5,1698001,1657999,40002,2.4
2021,Nov,68.2,66.6,1703862,1664964,38898,2.3
2021,Dec,68.3,66.8,1710464,1672169,38295,2.2
2022,Jan,68.5,67.0,1717579,1679195,38384,2.2
2022,Feb,68.6,67.1,1724370,1685625,38745,2.2
